"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Schmid, Jürgen","","person","","Galerie am Graben [organisation] ; Schmid, Jürgen [person] ; Pleister, Wolfgang [person] ; Berktold, Percy [person]","007340532","Monograph","Language material ; Text","Volume","","","9783934207066","Orwell Schlichter Haindl : die Illustrationen der 'Animal Farm' in einer Werkzeitung","","","","Germany","München","Arethousa","2000","","95 pages, illustrations, 24 cm","","YA.2002.a.8274","Schlichter, Rudolf, 1890-1955--Exhibitions ; Orwell, George, 1903-1950--Illustrations--Exhibitions","Exhibition ; Illustration","German","Catalog of an exhibition held at the Galerie am Graben, Augsburg, January 26-Feb. 21, 2000",""
"Schmitz, Alexander","","person","","Orwell, George, 1903-1950 [person] ; Helga [person] ; Schmitz, Alexander [person]","014318215","Monograph","Language material ; Text","Volume","","","9783257205336","Erledigt in Paris und London","","","","Switzerland","Zurich","Diogenes","1978","","","","F8/5310","","","Swedish","",""
"Schrage, Dieter","","person","","Amanshauser, Hildegund [person] ; Schrage, Dieter [person] ; Museum des 20. Jahrhunderts (Austria) [organisation] ; Wiener Festwochen, 1984 [meeting/conference]","009951703","Monograph","Language material ; Text","Volume","","","","'1984', Orwell und die Gegenwart : Ausstellung der Wiener Festwochen im Museum des 20. Jahrhunderts vom 10.5. bis 8.7.1984, Museum Moderner Kunst","","","","Austria","Vienna","Museum Moderner Kunst","1984","","180 pages, illustrations (some colour), 24 cm","","YV.1989.b.1521","Orwell, George, 1903-1950--Influence--Exhibitions ; Art, Modern--20th century--Exhibitions","","German","",""
"Schröder, Hans-Christoph","","person","","Schröder, Hans-Christoph [person]","012052271","Monograph","Language material ; Text","Volume","","","9783406333613","George Orwell : eine intellektuelle Biographie","","","","Germany","München","C.H. Beck","1988","","392 pages, 23 cm","828.91209","YA.1992.a.6313","Authors, English--20th century--Biography ; Journalists--Great Britain--Biography ; Orwell, George, 1903-1950","Biography","German","",""
"Schweizer, Bernard","1962-","person","","Schweizer, Bernard, 1962- [person]","011083786","Monograph","Language material ; Text","Volume","","","9780813920696 ; 9780813920702","Radicals on the road : the politics of English travel writing in the 1930s","","","","United States of America","Charlottesville","University Press ; Virginia","2001","","","820.9355","m02/11527","Orwell, George, 1903-1950--Political and social views ; Travelers' writings, English--History and criticism ; Waugh, Evelyn, 1903-1966--Political and social views ; Politics and literature--Great Britain--History--20th century ; British--Foreign countries--History--20th century ; Radicalism--Great Britain--History--20th century ; West, Rebecca, 1892-1983--Political and social views ; English prose literature--20th century--History and criticism ; Greene, Graham, 1904-1991--Political and social views","","English","",""
"Schweizer, Bernard","1962-","person","","Schweizer, Bernard, 1962- [person]","012667629","Monograph","Language material ; Text","Volume","GBA209879","","9780813920696 ; 9780813920702","Radicals on the road : the politics of English travel writing in the 1930s","","","","England","Charlottesville ; London","University Press ; Virginia","2001","","xii, 216 pages, 24 cm","820.9355","YC.2002.a.1544","Orwell, George, 1903-1950--Political and social views ; Travelers' writings, English--History and criticism ; Waugh, Evelyn, 1903-1966--Political and social views ; Politics and literature--Great Britain--History--20th century ; British--Foreign countries--History--20th century ; Radicalism--Great Britain--History--20th century ; West, Rebecca, 1892-1983--Political and social views ; English prose literature--20th century--History and criticism ; Greene, Graham, 1904-1991--Political and social views","","English","",""
"Schwenger, Hannes","1941-","person","","Schwenger, Hannes, 1941- [person]","012065929","Monograph","Language material ; Text","Volume","","","9783492006262","Im Jahr des Grossen Bruders : Orwells deutsche Wirklichkeit","","Serie Piper","Band 326 [Serie Piper]","Germany","München","R. Piper","1984","3rd Auflage","125 pages, illustrations, 19 cm","","X.958/32466","German language--Political aspects--Anecdotes, facetiae, satire, etc ; Fiction in English--Orwell, George ; German language--1945- ; Orwell, George, 1903-1950 ; German language--Government jargon--Anecdotes, facetiae, satire, etc","","German","",""
"Seaber, Luke","1979-","person","","Seaber, Luke, 1979- [person]","016055350","Monograph","Language material ; Text","Volume","GBB2A8219","","9780773425804","G.K. Chesterton's literary influence on George Orwell : a surprising irony","","","","United States of America","Lewiston, New York","Edwin Mellen","2012","","xvi, 389 pages, illustrations (some colour), 24 cm","828.912","YC.2012.a.18790 ; m12/.11616","Chesterton, G. K. (Gilbert Keith), 1874-1936--Criticism and interpretation ; Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"Seal, P B, Sec Council for International Recognition of Indian Independence","","person","author","Mackenzie, Edward Montague Compton, Knight, author, 1883-1972 [author] ; Blair, Eric Arthur, writer, alias 'George Orwell', 1903-1950 [author] ; Murray, Katharine Marjory Stewart-, Duchess of Atholl, nee Ramsay, wife of John 8th Duke of Atholl, 1874-1960 [author]","032-002016133","Fonds. Archives and Manuscripts","","","","ark:/81055/vdc_100000000037.0x0002fd","","CORRESPONDENCE OF 'GEORGE ORWELL' (Eric Arthur Blair), author of Animal Farm, etc; 1936-1945. Partly signed, copies, and typewritten . At ff. 5, 6 is a letter to Laurence Frederick ('Eric') O'Shaughnessy, from his sister, Eileen Maud, Blair's first wife, 20 June 1937, enclosing (ff. 7-15) an autograph copy of a letter of Georges Kopp reporting on Blair's condition when wounded during the Spanish Civil War, 31 May-1 June 1937, quoted by J. Meyers, A Reader's Guide to George Orwell, 1975, p. 173, n. 13, both being printed, in part, by P. Stansky and W. Abrahams, Orwell: the Transformation, 1979, pp. 218, 222. At f. 18 is a signed letter of Blair to O'Shaughnessy, 20 Nov. 1937. Ff. 32-35, 54-55, 60-61 comprise letters, partly copies, critical of Blair to editors of periodicals, 1940-1945. The first of these, to Horizon, was printed, in part, by S. B. Orwell and. I. Angus, The Collected Essays, Journalism and Letters of George Orwell, iii. pp. 229-32. At f. 64 is a copy of his letter to Katherine Murray, Duchess of Atholl, 15 Nov. 1945, printed by Orwell and Angus, op. cit, iv, p. 49. Transferred from the Department of Printed Books, as part of a gift from the author's widow, Sonia Brownell Orwell. Paper; ff. 66. Quarto. 1936-1945","","","","","","","1936-1945","","1 item","","Western Manuscripts. Add MS 49384","","","English","Eric Arthur Blair, alias 'George Orwell'; author: Letters to: 1936-1945. includes:. f. 1 Michael Fraenkel, author: Letter to 'George Orwell': 1936: Signed; f. 2 W. Brown, of Sevenoaks: Letter to 'George Orwell': 1936; f. 3 Sir Edward Montague Compton Mackenzie, author: Letter to 'George Orwell': 1936: Signed; f. 4 Arthur Archibald Eaglestone, author: Letter to R. H. Tawney: 1936; f. 4 Richard Henry Tawney, Professor of Economic History at London University: Letter to: 1936; ff. 5-13 Georges Kopp, Belgian engineer: Letter to L. F. O'Shaughnessy: 1937: Copy: Autogr; ff. 5-15 Eric Arthur Blair, alias 'George Orwell'; author: Letters rel. to,: 1937; ff. 5-15, 18 Eric O'Shaughnessy, alias Laurence Frederick; brother-in-law of E A Blair ('George Orwell'): Letters, etc, to,: 1937; f. 14 Eileen Maud Blair, née O'Shaughnessy; 1st wife of E A Blair ('George Orwell'): Letter to her brother, Laurence ('Eric'): 1937; f. 16 Mary Macdonald: Letter to 'George Orwell': 1937; f. 18 Eric Arthur Blair, alias 'George Orwell'; author: Letter to his brother-in-law, L. F. O'Shaughnessy: 1937: Signed; ff. 19-24 J. H. Bassett, of Wolverhampton: Letter, etc, to 'George Orwell': 1938: Signed; f. 25 G. R. Lewin, of Jonathan Cape, Ltd, publishers: Letter to 'George Orwell': 1938: Signed; f. 26 A. B. Cliff, of Chester: Letter to 'George Orwell': 1939; f. 27 Mrs Muriel Stevens, of Wembley: Letter to 'George Orwell': 1940; f. 30 David H. Thomson, of the National Council of Social Service, Nottingham: Letter to 'George Orwell': 1940: Signed; f. 32 Denise Ruthers, of Chalk Farm: Letter to Editor of 'Horizon': 1940: Copy; f. 36 Henry St John Clair Rumbold-Gibbs, alias 'Simon Harvester'; novelist: Letter to 'George Orwell': 1940: Signed; f. 37 Stanley Jasspon Kunitz, American author: Letter to 'George Orwell': 1940: Signed; f. 37 Howard Haycraft, American author: Letter to 'George Orwell': 1940: Signed; f. 39 David Rossiter, of Claygate: Letter to 'George Orwell': 1940; f. 40 Leonard Munroe Clark, of Hull: Letter to 'George Orwell': 1940: Signed; f. 44 Georges Kopp, Belgian engineer: Letter to Mr and Mrs E. A. Blair: 1943: Typewritten; ff. 45-53 P. B. Seal, Secretary, Council for International Recognition of Indian Independence: Letter, etc, to 'George Orwell': 1944: Signed; f. 54 C. Jade, of Croydon: Letter rel. to 'George Orwell': 1944: Signed; ff. 56-58 Mrs Ada Dodd, of Kenfig Hill: Letter, etc, to 'George Orwell': 1944; f. 58 J. H. B. Peel, of the London School of Journalism: Letter to Mrs A. Dodd: 1944: Signed; f. 60 Sean O'Casey, dramatist and author: Letter to Editor of The 'Observer': 1945: Copy; ff. 62, 64 Katharine Marjory Murray, wife of John, 8th Duke of Atholl: Correspondence with 'George Orwell': 1945; ff. 62, 64 Eric Arthur Blair, alias 'George Orwell'; author: Correspondence with Duchess of Atholl: 1945; f. 65 Babraj Sahni, actor, of Bombay: Letter to 'George Orwell': 1945",""
"Self, David","1940-","person","","Orwell, George, 1903-1950 [person] ; Self, David, 1940- [person]","011407721","Monograph","Language material ; Text","Volume","GB8839489","","9781852340476","Animal farm, George Orwell","Animal farm","","","England","","Mary Glasgow","1988","","15 pages","823.912","YC.1988.b.4530","Orwell, George, 1903-1950 ; Fiction in English--Orwell, George--1903-1950--Animal farm & Nineteen eighty-four--Critical studies","","English","",""
"Semprún, Jorge","","person","","Semprún, Jorge [person]","016624398","Monograph","Language material ; Text","Volume","","","9782081284609","Le métier d'homme : Husserl, Bloch, Orwell : morales de résistance","","","","France","Paris","Climats","2013","","126 pages, 19 cm","","YF.2016.a.5333","Husserl, Edmund, 1859-1938 ; Bloch, Marc, 1886-1944 ; Intellectuals--Europe--History--20th century ; Orwell, George, 1903-1950--Criticism and interpretation ; Europe--Intellectual life--20th century ; Government, Resistance to--Philosophy","","French","",""
"Semprún, Jorge","","person","","Semprún, Jorge, author ; interviewee [person] ; Appréderis, Franck, interviewer ; writer [person] ; Semprún, Jorge [person] ; Albiñana, Javier, translator [person]","016716622","Monograph","Language material ; Text","Volume","","","9788483838488","Vivir es resistir : tres conferencias y una conversación","Langage est ma patrie ; Lenguaje es mi patria ; Métier de l'homme ; Oficio de hombre ; Works. Selections. Spanish","Ensayo","93 [Ensayo]","Spain","Barcelona","Tusquets","2014","1st a edición","197 pages, 21 cm","306","YF.2015.a.18073","Intellectual life ; Husserl, Edmund, 1859-1938 ; Resistance (Philosophy) ; Bloch, Marc, 1886-1944 ; Semprún, Jorge--Interviews ; Orwell, George, 1903-1950 ; 1900 - 1999 ; Government, Resistance to, in literature ; Semprún, Jorge--Philosophy ; Orwell, George, 1903-1950--Criticism and interpretation ; Intellectual life--20th century","Criticsm and interpretation ; Interview","Spanish","First work consists of three related studies based on papers presented at the Bibliothèque nationale de France in 2002 ; Second, longer, work consists of a dialogue between the author and Franck Appréderis ; Translated from the French",""
"Semprún, Jorge","","person","author ; interviewee","Semprún, Jorge, author ; interviewee [person] ; Appréderis, Franck, interviewer ; writer [person] ; Semprún, Jorge [person] ; Albiñana, Javier, translator [person]","016716622","Monograph","Language material ; Text","Volume","","","9788483838488","Vivir es resistir : tres conferencias y una conversación","Langage est ma patrie ; Lenguaje es mi patria ; Métier de l'homme ; Oficio de hombre ; Works. Selections. Spanish","Ensayo","93 [Ensayo]","Spain","Barcelona","Tusquets","2014","1st a edición","197 pages, 21 cm","306","YF.2015.a.18073","Intellectual life ; Husserl, Edmund, 1859-1938 ; Resistance (Philosophy) ; Bloch, Marc, 1886-1944 ; Semprún, Jorge--Interviews ; Orwell, George, 1903-1950 ; 1900 - 1999 ; Government, Resistance to, in literature ; Semprún, Jorge--Philosophy ; Orwell, George, 1903-1950--Criticism and interpretation ; Intellectual life--20th century","Criticsm and interpretation ; Interview","Spanish","First work consists of three related studies based on papers presented at the Bibliothèque nationale de France in 2002 ; Second, longer, work consists of a dialogue between the author and Franck Appréderis ; Translated from the French",""
"Shaw, Dom","","person","author","Shaw, Dom, author [person]","016554607","Monograph","Language material ; Text","Volume","GBB5D4593","","9780992611514","Eric is awake","","","","England ; United Kingdom","","Anonymous Press","2013","","xv, 272 pages, 21 cm","823.92","H.2014/.8944","Orwell, George, 1903-1950--Fiction","Fiction ; Science fiction","English","",""
"Shelden, Michael","","person","","Shelden, Michael [person]","013426581","Monograph","Language material ; Text","Volume","GBA632034","","9781842751732","Orwell : the authorised biography","","","","England","London","Politico's","2006","","566 pages, 22 cm","828.91209","YC.2006.a.18592","Authors, English--20th century--Biography ; Journalists--Great Britain--Biography ; Orwell, George, 1903-1950","Biography","English","Originally published: London : Heinemann, 1991",""
"Shelden, Michael","1951-","person","","Shelden, Michael, 1951- [person]","010096762","Monograph","Language material ; Text","Volume","GB9311090","","9780749399122","George Orwell : the authorised biography","","","","England","London","Minerva","1992","","563, 16 pages of plates, illustrations, facsimiles, portraits, 20 cm","823.912","YK.1993.a.3243","English fiction ; Orwell, George, 1903-1950","","English","Originally published: London : Heinemann, 1991 ; bibliography: p491-494. - Includes index",""
"Shelden, Michael","1951-","person","","Shelden, Michael, 1951- [person]","012628731","Monograph","Language material ; Text","Volume","GB9156593","","9780434695171","Orwell : the authorised biography","","","","England","London","Heinemann","1991","","564 pages, illustrations, facsimiles, portraits, 25 cm","823.91209","YC.1991.b.5691","English fiction ; Orwell, George, 1903-1950","","English","bibliography: p491-484. - Includes index",""
"Sherborne, Michael","","person","","Sherborne, Michael [person]","010700327","Monograph","Language material ; Text","Volume","GBA1X4084","","9780582431393","Nineteen eighty-four, George Orwell","","York notes. Advanced","","England","Harlow","Longman","2001","","104 pages, 22 cm","823.912","YK.2001.a.13935","Orwell, George, 1903-1950","","English","",""
"Sherborne, Michael","","person","","Sherborne, Michael [person]","013148264","Monograph","Language material ; Text","Volume","GBA526342","","9781405807043","Nineteen eighty-four, [by] George Orwell","","York notes advanced","","England","Harlow","Longman","2005","New edition","112 pages, 21 cm","823.912","YK.2005.a.10284","Orwell, George, 1903-1950","","English","Previous edition: 2001",""
"Shevchuk, Yuri","1961-","person","translator","Shevchuk, Yuri, 1961-, translator [person] ; Orwell, George, 1903-1950, author [person] ; Z︠H︡upansʹkyĭ, Oleksiĭ, 1980-, editor [person]","017884946","Monograph","Language material ; Text","Volume","","","9789662355604","Kolhosp tvaryn : kazkova povistʹ","Animal farm. Ukrainian ; Колгосп тварин : казкова повiсть","Maĭstry svitovoï prozy","","Ukraine","Kyïv ; Київ","Vydavnyt︠s︡tvo Z︠H︡upanʹkoho ; Видавництво Жупанського","2015","","118 pages, portraits (back cover), 21 cm","","YF.2016.a.17422","English fiction--20th century--Translations into Ukrainian","Translations into Ukrainian","Ukrainian","",""
"Shoham, S. Giora","1929-","person","","European Foundation for Sciences, Arts, and Culture [organisation] ; Shoham, S. Giora, 1929- [person] ; 1984: Myths and Realities (Conference), Strasbourg, France, 1984 [meeting/conference] ; Council of Europe [organisation] ; Tamari, Anita [person] ; Rosenstiel, Francis [person]","010054435","Monograph","Language material ; Text","Volume","GB8500356","","9780333387528","And he loved big brother : man, state and society in question : contributions to the George Orwell colloquy, 1984: Myths and Realities, organised by the Council of Europe in collaboration with the European Foundation for Sciences, Arts and Culture, Strasbourg, 1984","","","","England","London","Macmillan","1985","","lx, 197 pages, 23 cm","823.912","X.529/69396","Orwell, George, 1903-1950--Congresses ; Orwell, George, 1903-1950--Criticism and interpretation--Congresses ; Fiction in English--Orwell, George--Nineteen eighty-four--Predictions--expounded by--political events--1948-1984--Conference proceedings ; Civilization, Modern--1950---Congresses ; Dystopias in literature--Congresses","","English","Conference papers ; Includes index",""
"Shoham, S. Giora","1929-","person","","European Foundation for Sciences, Arts, and Culture [organisation] ; Shoham, S. Giora, 1929- [person] ; Council of Europe [organisation] ; 1984 : myths and realities (conference), strasbourg, 1984 [meeting/conference] ; 1984, mythes et réalités (conference), strasbourg, 1984 [meeting/conference] ; Rosenstiel, Francis [person]","009341340","Monograph","Language material ; Text","Volume","","","","Big Brother, un inconnu familier : contributions au colloque George Orwell, 1984, mythes et réalités","","Contemporains","","Switzerland","Lausanne","L'Âge d'homme","1986","","295 pages","","YA.1987.a.3309","Fiction in English--Orwell, George--1903-1950--Conference proceedings ; Orwell, George, 1903-1950","","French","",""
"Shovkun, Viktor","1940-","person","translator","Shovkun, Viktor, 1940-, translator [person] ; Orwell, George, 1903-1950, author [person] ; Z︠H︡upansʹkyĭ, Oleksiĭ, 1980-, editor [person]","017538005","Monograph","Language material ; Text","Volume","","","9789662355574","1984 : roman","1984 : роман ; 1984. Ukrainian","Maĭstry svitovoï prozy ; Maйстри свiтової прози","","Ukraine","Kyïv ; Київ","Vydavnyt︠s︡tvo Z︠H︡upansʹkoho ; Видавництво Жупанського","2015","","312 pages, 20 cm","","YF.2016.a.3222","English literature--Translations into Ukrainian ; English fiction--Translations into Ukrainian","Translations into Ukrainian","Ukrainian","",""
"Shupa, Si︠a︡rheĭ","","person","","Orwell, George, 1903-1950 [person] ; Shupa, Si︠a︡rheĭ [person]","008858952","Monograph","Language material ; Text","Volume","","","9785340007452","Ferma : apovestsʹ ; 1984 : raman","Animal farm. Belarusian","Biblii︠a︡tėka zamez︠h︡naĭ prozy","","Belarus","Minsk","Mastatskai︠a︡ litaratura","1992","","409 pages, 18 cm","","YA.1998.a.4329","","","Belarusian","",""
"Singh, Paras Mani","","person","","Singh, Paras Mani [person]","009525735","Monograph","Language material ; Text","Volume","","","9788185061528","George Orwell as a political novelist","","","","India","Delhi","Amar Prakashan","1987","","x, 183 pages, 22 cm","823.912","YA.1989.a.1594","Political fiction, English--History and criticism ; Orwell, George, 1903-1950--Political and social views ; Politics and literature--Great Britain--History--20th century","","English","",""
"Skovmand, Michael","","person","","Skovmand, Michael [person]","008015839","Monograph","Language material ; Text","Volume","","","","George Orwell and 1984 : six essays","","The dolphin","no 10 [The dolphin]","Denmark","Aarhus","SEKLOS","1984","","81 pages","","X.0950/760 (10)","Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","English","",""
"Skultāns, V.","","person","","Orwell, George, 1903-1950 [person] ; Skultāns, V. [person]","004090187","Monograph","Language material ; Text","Volume","","","","Dzı̄vnieku farma. ǅorǆs Orvels. Tulkojis V. Skultāns","Animal farm. Latvian","","","England","Londonā","Latpress","1954","","112 pages, illustrations","","X.958/22378","Fiction in English--1900-1945","","Latvian","",""
"Slater, Ian","","person","","Slater, Ian [person]","010393037","Monograph","Language material ; Text","Volume","","","9780393019087","Orwell : the road to airstrip one","","","","United States of America","New York","Norton","1985","1st edition","","828.91209","85/15558","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"Slater, Ian","1941-","person","","Slater, Ian, 1941- [person]","011952398","Monograph","Language material ; Text","Volume","GB8601653","","9780393019087","Orwell : the road to airstrip one","","","","England ; United States of America","London ; New York","Norton","1985","","302 pages, 22 cm","823.912","X.950/48557","Fiction in English--Orwell, George--1903-1950--Biographies ; Orwell, George, 1903-1950--Criticism and interpretation","","English","bibliography: p281-288. _ Includes index",""
"Small, Christopher","1919-","person","","Small, Christopher, 1919- [person]","010076255","Monograph","Language material ; Text","Volume","GB7531349","","9780575018488","The road to Miniluv : George Orwell, the State and God","","","","England","London","Gollancz","1975","","220 pages, 23 cm","823.912","X.989/40351","Orwell, George, 1903-1950--Criticism and interpretation ; Fiction in English--Orwell, George--1903-1950 ; Satire, English--History and criticism ; God in literature ; State, The, in literature","","English","Includes index",""
"Smith, David N.","","person","author","Mosher, Michael R., illustrator [person] ; Smith, David N., author [person]","018875826","Monograph","Language material ; Text","Volume","GBB893832","","9781608467839","George Orwell illustrated","","","","United States of America","Chicago","Haymarket","2018","","1 volume, 22 cm","823.91","","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"Smith, David N.","1952-","person","","Mosher, Michael R. [person] ; Smith, David N., 1952- [person]","010354570","Monograph","Language material ; Text","Volume","GB99X5647","","9780863162923","Orwell for beginners","","","","England ; United States of America","London ; New York","Writers & Readers","1999","","192 pages, illustrations, 23 cm","823.912","","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"Smyer, Richard I.","","person","","Smyer, Richard I. [person]","008100034","Monograph","Language material ; Text","Volume","GB8024911","","9780826202826","Primal dream and primal crime : Orwell's development as a psychological novelist","","","","England","Columbia ; London ; Missouri","University of Missouri Press","1979","","xi, 187 pages, 24 cm","823.912","80/8893 ; X.981/22337","Psychology in literature ; Fiction in English--Orwell, George--Works--Psychological aspects ; Orwell, George, 1903-1950--Knowledge--Psychology ; Psychological fiction, English--History and criticism","","English","bibliography : p.176-182. _ Includes index",""
"Stansky, Peter","","person","","Abrahams, William [person] ; Orwell, George, 1903-1950 [person] ; Stansky, Peter [person]","003479423","Monograph","Language material ; Text","Volume","","","9780094577305","The unknown Orwell","","","","England","London","Constable","1972","","xvi, 271 pages, plates, portraits, 23 cm","","72/13692 ; T 26620 ; X.989/18171","","","English","",""
"Stansky, Peter","","person","","Abrahams, William [person] ; Orwell, George, 1903-1950 [person] ; Stansky, Peter [person]","003479424","Monograph","Language material ; Text","Volume","","","9780586081785","The unknown Orwell","","","","England","London","Paladin","1974","","287 pages, plates, portraits, 20 cm","","X.908/29215 ; X26/0466","","","English","",""
"Stansky, Peter","1932-","person","","Stansky, Peter, 1932- [person] ; Abrahams, William, 1919- [person]","010371319","Monograph","Language material ; Text","Volume","GB9465523","","9780094734708","Orwell : the transformation","","","","England","London","Constable","1994","","xi, 240 pages, 12 pages of plates, illustrations, portraits, 22 cm","823.912","","English fiction ; Orwell, George, 1903-1950","","English","Includes index",""
"Stansky, Peter","1932-","person","","Stansky, Peter, 1932- [person] ; Abrahams, William, 1919- [person]","010553902","Monograph","Language material ; Text","Volume","GB8132921","","9780586081785","The unknown Orwell","","A Paladin Book","","England","London","Granada","1981","","xviii, 287 pages, 4 pages of plates, illustrations, portraits, 20 cm","823.912","X.808/35471","Authors, English--20th century--Biography ; Orwell, George, 1903-1950--Biography ; Fiction in English--Orwell, George--to 1933--Biographies","","English","Includes index ; Originally published: London : Constable, 1972",""
"Stansky, Peter","1932-","person","","Stansky, Peter, 1932- [person] ; Abrahams, William, 1919- [person]","010659649","Monograph","Language material ; Text","Volume","GB9464467","","9780094734609","The unknown Orwell","","","","England","London","Constable","1994","","xvi, 270 pages, 6 pages of plates, portraits, 22 cm","823.912","YK.1994.a.13797","English fiction ; Orwell, George, 1903-1950","","English","Includes index ; Originally published: 1972",""
"Stansky, Peter","1932-","person","","Stansky, Peter, 1932- [person] ; Abrahams, William, 1919- [person]","010706944","Monograph","Language material ; Text","Volume","GB8132922","","9780586083758","Orwell : the transformation","","Paladin Book","","England","London","Granada","1981","","253 pages, 8 pages of plates, illustrations, portraits, 20 cm","823.912","X.958/4530","Authors, English--20th century--Biography ; Orwell, George, 1903-1950--Biography ; Fiction in English--Orwell, George--1933-1937--Biographies","","English","Includes index ; Originally published: London : Constable, 1979",""
"Stansky, Peter","1932-","person","","Stansky, Peter, 1932- [person] ; Harry Ransom Humanities Research Center [organisation]","007919368","Monograph","Language material ; Text","Volume","","","","Nineteen eighty-four : ten years later","","British studies","23 [British studies]","United States of America","Austin, Texas","College of Liberal Arts, Harry Ransom Humanities Research Center ; University of Texas at Austin","1995","","21 pages, 23 cm","","YA.1996.a.19606","English fiction ; Orwell, George, 1903-1950","","English","",""
"Stansky, Peter","1932-","person","","Stansky, Peter, 1932- [person]","008094386","Monograph","Language material ; Text","Volume","","","9780716716129","On Nineteen Eighty-Four","","","","United States of America","New York","Freeman","1983","","xi, 225 pages, illustrations, 1 facism, 1 map, 1 portrait, 24 cm","823.912","84/09951 ; X.950/29085","Dystopias in literature ; Fiction in English--Orwell, George--Nineteen eighty-four ; Science fiction, English--History and criticism ; Orwell, George, 1903-1950","","English","",""
"Stansky, Peter","1932-","person","","Stansky, Peter, 1932- [person]","008503571","Monograph","Language material ; Text","Volume","","","9780930664190 ; 9780930664206","From William Morris to Sergeant Pepper : studies in the radical domestic","","","","United States of America","Palo Alto, California","Society for the Promotion of Science & Scholarship","1999","","viii, 352 pages, 24 cm","941.081","m00/10739","Bloomsbury group ; English literature--20th century--History and criticism ; English literature--19th century--History and criticism ; Great Britain--Civilization--20th century ; Orwell, George, 1903-1950 ; Biography as a literary form ; Morris, William, 1834-1896 ; Authors, English--20th century--Biography ; Great Britain--Biography ; Great Britain--Civilization--19th century ; Authors, English--19th century--Biography","","English","",""
"Steadman, Ralph","","person","","Orwell, George, 1903-1950 [person] ; Steadman, Ralph [person]","007378831","Monograph","Language material ; Text","Volume","GB9580716","","9780436202940","Animal farm : a fairy story","","","","England","London","Secker & Warburg","1995","","179 pages, illustrations, 26 cm","823.912","YC.1995.b.7273","English fiction","","English","Originally published: 1945 ; illustrations on lining papers",""
"Steinhoff, William R.","","person","","Steinhoff, William R. [person]","013867828","Monograph","Language material ; Text","Volume","","","9780472874002","George Orwell and the origins of 1984","","","","United States of America","Ann Arbor","University of Michigan Press","1975","","288 pages, 24 cm","823.912","75/9799","Dystopias in literature ; Science fiction, English--History and criticism ; Political fiction, English--History and criticism ; Totalitarianism and literature ; Orwell, George, 1903-1950","","English","Includes index",""
"Steinhoff, William","","person","","Steinhoff, William [person]","008739243","Monograph","Language material ; Text","Volume","GB7525719","","9780297769811","The road to '1984'","","","","England","London","Weidenfeld & Nicolson","1975","","9, 288 pages, 23 cm","823.912","W82/3420 ; X.809/40248","Dystopias in literature ; Fiction in English--Orwell, George--Nineteen eighty-four ; Orwell, George, 1903-1950--Criticism and interpretation ; Satire, English--History and criticism","","English","bibliography: p.253-268. _ Includes index",""
"Stephens, Piers","","person","","Stephens, Piers [person]","013386170","Monograph","Language material ; Text","Volume","GBA616627","","9780415385060","Nature, liberty and dystopia : on the moral significance of nature for human freedom","","Routledge research in environmental politics","","England","London","Routledge","2006","","224 pages, 24 cm","808.81936","","Huxley, Aldous, 1894-1963 ; Ecology--Political aspects ; Orwell, George, 1903-1950 ; Bradbury, Ray, 1920-2012 ; Dystopias ; Liberty in literature ; Zami︠a︡tin, Evgeniĭ Ivanovich, 1884-1937 ; Nature in literature","","English","",""
