"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.912","006455375","Monograph","Language material ; Text","Volume","","","9780436203626 ; 9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Angus, Ian [person] ; Davison, Peter, 1926- [person] ; Davison, Sheila [person]","A patriot after all, 1940-1941","","The complete works of George Orwell","volume 12 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","xxxi, 575 pages, 24 cm","98/28232","Orwell, George, 1903-1950--Miscellanea","","English","'First published in England in this complete edition Complete edition, volume 1-9 published in England in 1986-87. reprinted 1998. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t. p. verso",""
"823.912","006455376","Monograph","Language material ; Text","Volume","","","9780436203640 ; 9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Angus, Ian [person] ; Davison, Peter, 1926- [person] ; Davison, Sheila [person]","All propaganda is lies, 1941-1942","","The complete works of George Orwell","volume 13 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","xxxix, 544 pages, 24 cm","98/28233","Orwell, George, 1903-1950","","English","'First published in England in this complete edition Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t. p. verso",""
"823.912","006455379","Monograph","Language material ; Text","Volume","","","9780436203688 ; 9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Two wasted years, 1943","","The complete works of George Orwell","volume 15 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","xxxix, 388 pages, 24 cm","98/28235","Orwell, George, 1903-1950","","English","'First published in England in this complete edition Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t.p. verso",""
"823.912","006455380","Monograph","Language material ; Text","Volume","","","9780436203701 ; 9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","I have tried to tell the truth, 1943-1944","","The complete works of George Orwell","volume 16 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","xxix, 534 pages, 24 cm","98/28236","Orwell, George, 1903-1950","","English","'First published in England in this complete edition Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t. p. verso",""
"823.912","006455381","Monograph","Language material ; Text","Volume","","","9780436203725 ; 9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","I belong to the left, 1945","","The complete works of George Orwell","volume 17 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","xxix, 502 pages, 24 cm","98/28237","Orwell, George, 1903-1950","","English","'First published in England in this complete edition Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker and Warburg Limited.' -- t. p. verso",""
"823.912","006455382","Monograph","Language material ; Text","Volume","","","9780436203749 ; 9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Smothered under journalism, 1946","","The complete works of George Orwell","volume 18 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","xxxv, 547 pages, 1 map, 24 cm","98/28238","Orwell, George, 1903-1950","","English","'First published in England in this complete edition Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t.p. verso",""
"823.912","006562046","Monograph","Language material ; Text","Volume","","","9780141185194","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Orwell and the dispossessed : Down and out in Paris and London in the context of essays, reviews and letters selected from The complete works of George Orwell","Down and out in Paris and London ; The complete works of George Orwell. Selections ; Works. Selections","Penguin classics","","England","London","Penguin","2001","","xviii, 424 pages, 20 cm","m02/41048","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--France--Paris ; Homelessness--France--Paris--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--England--London ; Authors, English--20th century--Biography","Biography","English","",""
"823.912","006562992","Monograph","Language material ; Text","Volume","","","9783906766799","","","","","Lázaro, Alberto [person] ; University of Alcalá, Department of English Philology [organisation]","The road from George Orwell : his achievement and legacy","","","","Switzerland","Berne ; Oxford","Peter Lang","2001","","","m02/14012","Orwell, George, 1903-1950--Criticism and interpretation--Congresses ; English literature ; philology ; English philology","Congress","English","",""
"823.912","006718900","Monograph","Language material ; Text","Volume","GBA0V5803","","9780141185156","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The complete novels","","Penguin classics","","England","London","Penguin","2001","","925 pages, 20 cm","H.2001/1185","","","English","",""
"823.912","006718901","Monograph","Language material ; Text","Volume","GBA1Z1809","","9780141185194","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Orwell and the dispossessed : Down and out in Paris and London in the context of essays, reviews and letters selected from The complete works of George Orwell","Down and out in Paris and London ; The complete works of George Orwell. Selections ; Works. Selections","Penguin classics","","England","London","Penguin","2001","","xviii, 424 pages, 20 cm","YC.2001.a.7592","London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century ; Homelessness--England--London--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--France--Paris ; Homelessness--France--Paris--History--20th century ; Orwell, George, 1903-1950--Homes and haunts--England--London ; Authors, English--20th century--Biography","Biography","English","",""
"823.912","006727088","Monograph","Language material ; Text","Volume","GB8707821","","9780436350306","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","The Complete works of George Orwell","volume 8 [The Complete works of George Orwell]","England","London","Secker & Warburg","1987","","196 pages, 24 cm","YC.1988.b.8013","Fiction in English--1900-1945--Texts","","English","Originally published: 1945",""
"823.912","006742812","Monograph","Language material ; Text","Volume","GB8437235","","9780907486558","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four : Animal farm","Animal farm","","","England","London","Chancellor","1984","","430 pages, 23 cm","Nov.52276","Fiction in English--1900-1945--Texts","","English","",""
"823.912","006759090","Monograph","Language material ; Text","Volume","GBA014137","","9780436231254","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Animal farm : a fairy story","","The complete works of George Orwell","volume 8 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","i, 203 pages, 24 cm","823.912","","","English","Originally published: London, 1945",""
"823.912","006759151","Monograph","Language material ; Text","Volume","GB9969972","","9780436231339","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Burmese days","","The complete works of George Orwell","volume 2 [The complete works of George Orwell]","England","London","Secker & Warburg","1997","","321 pages, illustrations, 1 plan, 24 cm","823.912 ; 98/28222","","","English","'First published in the United States in 1934 by Harper & Brothers, New York. reprinted 1934. First published in England in 1935 by Victor Gollancz Limited. Uniform edition first published in England in 1934 by Martin Secker & Warburg Limited. reprinted 1950, 1955, 1961, 1966, 1968, 1971, 1977, 1978. Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t. p. verso",""
"823.912","006759152","Monograph","Language material ; Text","Volume","GB9969980","","9780436231254","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Coming up for air","","The complete works of George Orwell","volume 7 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","i, 255 pages, 24 cm","823.912","English literature--20th century","","English","Originally published: London : Victor Gollancz, 1939",""
"823.912","006934663","Monograph","Language material ; Text","Volume","GBA4Z8274","","9780791077665","","","","","Bloom, Harold [person]","George Orwell's Nineteen eighty-four","","Bloom's guides","","United States of America","Broomall, Pennsylvania ; Northam","Chelsea House ; Roundhouse","2004","","96 pages","","Dystopias in literature ; Science fiction, English--History and criticism ; Orwell, George, 1903-1950","","English","",""
"823.912","006948276","Monograph","Language material ; Text","Volume","GBA4Z2452","","9780099283461","Taylor, D. J. (David John)","1960-","person","","Taylor, D. J. (David John), 1960- [person]","Orwell : the life","","","","England","London","Vintage","2004","","xiv, 470 pages, 16 pages of plates, illustrations, portraits, 20 cm","YC.2005.a.14383","Novelists, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","Originally published: Chatto & Windus, 2003",""
"823.912","006951741","Monograph","Language material ; Text","Volume","GBA4Z1736","","9781843153252","Crane, Claire","","person","","Walker, Juliet [person] ; Crane, Claire [person]","Nineteen eighty-four, George Orwell : guide","1984, George Orwell","Letts explore","","England","London","Letts Educational","2004","","87 pages, illustrations (chiefly colour), 1 colour map, 1 portrait, 22 cm","YK.2005.a.9902","Orwell, George, 1903-1950","","English","'A Letts literature guide for GCSE'",""
"823.912","006960639","Monograph","Language material ; Text","Volume","GBA3T8734","","9780349115511","Bowker, Gordon","1934-","person","","Bowker, Gordon, 1934- [person]","George Orwell","","","","England","London","Abacus","2004","","576 pages, 16 pages of plates, illustrations, 20 cm","","Novelists, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","Includes index ; Originally published: London: Little, Brown, 2003",""
"823.912","006966602","Monograph","Language material ; Text","Volume","GBA3X7727","","9780431140018","Middleton, Haydn","","person","","Middleton, Haydn [person]","George Orwell","","Creative lives","","England","Oxford","Heinemann Library","2003","","48 pages, illustrations, 24 cm","","Orwell, George, 1903-1950--Juvenile literature ; Novelists, English--20th century--Biography--Juvenile literature","Biography ; Children's literature","English","Originally published: 2002",""
